TestID,RunID,SA_SideNum,SA_InFifoDepth,SA_OutFifoDepth,SA_InstFifoDepth,activationOutFifoDepth,slicedInstFifoDepth,numCores,TotalCycles,CyclesPerTest,FLOPSPerCycle,Status,ErrorMessage
94,1,32,8,16,16,64,16,4,362399,7247.98,1253.216703136598,Success,
96,1,32,8,16,64,64,16,4,362399,7247.98,1253.216703136598,Success,
98,1,32,16,16,16,32,16,1,385531,7710.62,1178.0232458609034,Success,
100,1,32,16,16,64,32,16,1,385531,7710.62,1178.0232458609034,Success,
102,1,32,16,16,16,32,16,2,314175,6283.5,1445.5780377178323,Success,
104,1,32,16,16,64,32,16,2,314175,6283.5,1445.5780377178323,Success,
106,1,32,16,16,16,32,16,4,314175,6283.5,1445.5780377178323,Success,
108,1,32,16,16,64,32,16,4,314175,6283.5,1445.5780377178323,Success,
110,1,32,16,16,16,64,16,1,385531,7710.62,1178.0232458609034,Success,
112,1,32,16,16,64,64,16,1,385531,7710.62,1178.0232458609034,Success,
114,1,32,16,16,16,64,16,2,314175,6283.5,1445.5780377178323,Success,
116,1,32,16,16,64,64,16,2,314175,6283.5,1445.5780377178323,Success,
118,1,32,16,16,16,64,16,4,314175,6283.5,1445.5780377178323,Success,
120,1,32,16,16,64,64,16,4,314175,6283.5,1445.5780377178323,Success,
122,1,32,32,16,16,32,16,1,376899,7537.98,1205.003144078387,Success,
124,1,32,32,16,64,32,16,1,376899,7537.98,1205.003144078387,Success,
126,1,32,32,16,16,32,16,2,268784,5375.68,1689.7005774153224,Success,
128,1,32,32,16,64,32,16,2,267668,5353.36,1696.7455205702586,Success,
130,1,32,32,16,16,32,16,4,262668,5253.36,1729.0438119603455,Success,
132,1,32,32,16,64,32,16,4,260928,5218.56,1740.5739514348786,Success,
134,1,32,32,16,16,64,16,1,376899,7537.98,1205.003144078387,Success,
136,1,32,32,16,64,64,16,1,376899,7537.98,1205.003144078387,Success,
138,1,32,32,16,16,64,16,2,268784,5375.68,1689.7005774153224,Success,
140,1,32,32,16,64,64,16,2,267668,5353.36,1696.7455205702586,Success,
142,1,32,32,16,16,64,16,4,262668,5253.36,1729.0438119603455,Success,
144,1,32,32,16,64,64,16,4,260928,5218.56,1740.5739514348786,Success,
146,1,32,8,32,16,32,16,1,395595,7911.9,1148.0541462859742,Success,
148,1,32,8,32,64,32,16,1,395595,7911.9,1148.0541462859742,Success,
150,1,32,8,32,16,32,16,2,362399,7247.98,1253.216703136598,Success,
152,1,32,8,32,64,32,16,2,362399,7247.98,1253.216703136598,Success,
154,1,32,8,32,16,32,16,4,362399,7247.98,1253.216703136598,Success,
156,1,32,8,32,64,32,16,4,362399,7247.98,1253.216703136598,Success,
158,1,32,8,32,16,64,16,1,395595,7911.9,1148.0541462859742,Success,
160,1,32,8,32,64,64,16,1,395595,7911.9,1148.0541462859742,Success,
162,1,32,8,32,16,64,16,2,362399,7247.98,1253.216703136598,Success,
164,1,32,8,32,64,64,16,2,362399,7247.98,1253.216703136598,Success,
166,1,32,8,32,16,64,16,4,362399,7247.98,1253.216703136598,Success,
168,1,32,8,32,64,64,16,4,362399,7247.98,1253.216703136598,Success,
170,1,32,16,32,16,32,16,1,385531,7710.62,1178.0232458609034,Success,
172,1,32,16,32,64,32,16,1,385531,7710.62,1178.0232458609034,Success,
174,1,32,16,32,16,32,16,2,314175,6283.5,1445.5780377178323,Success,
176,1,32,16,32,64,32,16,2,314175,6283.5,1445.5780377178323,Success,
178,1,32,16,32,16,32,16,4,314175,6283.5,1445.5780377178323,Success,
180,1,32,16,32,64,32,16,4,314175,6283.5,1445.5780377178323,Success,
182,1,32,16,32,16,64,16,1,385531,7710.62,1178.0232458609034,Success,
184,1,32,16,32,64,64,16,1,385531,7710.62,1178.0232458609034,Success,
186,1,32,16,32,16,64,16,2,314175,6283.5,1445.5780377178323,Success,
188,1,32,16,32,64,64,16,2,314175,6283.5,1445.5780377178323,Success,
190,1,32,16,32,16,64,16,4,314175,6283.5,1445.5780377178323,Success,
192,1,32,16,32,64,64,16,4,314175,6283.5,1445.5780377178323,Success,
194,1,32,32,32,16,32,16,1,376899,7537.98,1205.003144078387,Success,
196,1,32,32,32,64,32,16,1,376899,7537.98,1205.003144078387,Success,
198,1,32,32,32,16,32,16,2,268784,5375.68,1689.7005774153224,Success,
200,1,32,32,32,64,32,16,2,261556,5231.12,1736.3948064659194,Success,
202,1,32,32,32,16,32,16,4,262668,5253.36,1729.0438119603455,Success,
204,1,32,32,32,64,32,16,4,260928,5218.56,1740.5739514348786,Success,
206,1,32,32,32,16,64,16,1,376899,7537.98,1205.003144078387,Success,
208,1,32,32,32,64,64,16,1,376899,7537.98,1205.003144078387,Success,
210,1,32,32,32,16,64,16,2,268784,5375.68,1689.7005774153224,Success,
212,1,32,32,32,64,64,16,2,261556,5231.12,1736.3948064659194,Success,
214,1,32,32,32,16,64,16,4,262668,5253.36,1729.0438119603455,Success,
216,1,32,32,32,64,64,16,4,260928,5218.56,1740.5739514348786,Success,
218,1,32,8,8,16,32,64,1,395595,7911.9,1148.0541462859742,Success,
220,1,32,8,8,64,32,64,1,395595,7911.9,1148.0541462859742,Success,
222,1,32,8,8,16,32,64,2,362399,7247.98,1253.216703136598,Success,
224,1,32,8,8,64,32,64,2,362399,7247.98,1253.216703136598,Success,
226,1,32,8,8,16,32,64,4,362399,7247.98,1253.216703136598,Success,
228,1,32,8,8,64,32,64,4,362399,7247.98,1253.216703136598,Success,
230,1,32,8,8,16,64,64,1,395595,7911.9,1148.0541462859742,Success,
232,1,32,8,8,64,64,64,1,395595,7911.9,1148.0541462859742,Success,
234,1,32,8,8,16,64,64,2,362399,7247.98,1253.216703136598,Success,
236,1,32,8,8,64,64,64,2,362399,7247.98,1253.216703136598,Success,
238,1,32,8,8,16,64,64,4,362399,7247.98,1253.216703136598,Success,
240,1,32,8,8,64,64,64,4,362399,7247.98,1253.216703136598,Success,
242,1,32,16,8,16,32,64,1,385531,7710.62,1178.0232458609034,Success,
244,1,32,16,8,64,32,64,1,385531,7710.62,1178.0232458609034,Success,
246,1,32,16,8,16,32,64,2,314175,6283.5,1445.5780377178323,Success,
248,1,32,16,8,64,32,64,2,314175,6283.5,1445.5780377178323,Success,
250,1,32,16,8,16,32,64,4,314175,6283.5,1445.5780377178323,Success,
252,1,32,16,8,64,32,64,4,314175,6283.5,1445.5780377178323,Success,
254,1,32,16,8,16,64,64,1,385531,7710.62,1178.0232458609034,Success,
256,1,32,16,8,64,64,64,1,385531,7710.62,1178.0232458609034,Success,
258,1,32,16,8,16,64,64,2,314175,6283.5,1445.5780377178323,Success,
260,1,32,16,8,64,64,64,2,314175,6283.5,1445.5780377178323,Success,
262,1,32,16,8,16,64,64,4,314175,6283.5,1445.5780377178323,Success,
264,1,32,16,8,64,64,64,4,314175,6283.5,1445.5780377178323,Success,
266,1,32,32,8,16,32,64,1,376899,7537.98,1205.003144078387,Success,
